1st,2nd,3rd,4th,5th,Placement_activity,Gender,college_code,Fields_of_Study,scholarship
4.36,5.27,5.16,8.63,6.66,B,M,115,Engineering,0.0
8.08,4.24,4.15,4.05,8.66,A,M,116,Engineering,0.0
7.36,4.83,8.14,7.19,4.03,D,M,116,Economics,6932.56
3.48,8.14,5.44,5.12,5.26,E,F,241,Public Relations and Administration,0.0
3.86,4.04,7.42,3.58,5.42,C,M,165,Art,9255.73
7.51,7.8,5.16,7.67,4.28,C,M,116,Engineering,12335.96
8.72,7.69,7.64,4.9,6.87,D,M,115,Engineering,133.67
7.0,5.55,4.8,4.87,9.16,D,Female,116,Engineering,0.0
8.46,8.07,5.17,6.89,7.14,D,Male,115,Environmental Science and Health,0.0
2.9,3.95,4.97,6.15,6.39,C,Male,115,Aeronautics and Aviation Science,0.0
8.45,7.76,4.55,8.69,8.99,C,M,116,Art,0.0
5.29,7.25,5.96,8.15,5.63,B,M,241,Engineering,0.0
4.81,7.99,4.91,3.82,8.58,D,Female,115,Environmental Science and Health,0.0
8.37,4.46,5.79,6.11,7.27,E,Female,165,Economics,14088.09
3.52,7.25,6.35,7.75,6.04,B,Male,116,Art,0.0
8.76,5.64,4.13,4.64,8.98,C,Male,165,Engineering,5307.19
6.11,3.41,4.89,6.18,5.15,C,M,116,Aeronautics and Aviation Science,0.0
3.04,6.91,6.68,8.57,6.9,B,Male,115,Engineering,0.0
4.23,6.6,3.58,7.05,6.27,C,Male,116,Engineering,0.0
7.64,6.97,8.01,5.79,7.59,A,M,115,Engineering,0.0
5.99,5.51,4.93,6.58,5.64,E,F,115,Engineering,0.0
8.39,4.25,6.31,6.55,5.03,D,Female,116,Environmental Science and Health,0.0
4.48,7.22,7.04,5.87,4.12,E,Male,241,Environmental Science and Health,0.0
3.46,4.69,8.2,7.73,5.12,D,Male,116,Engineering,5959.06
3.42,8.17,4.04,5.94,8.7,B,Female,116,Engineering,0.0
5.19,7.17,8.44,8.03,5.52,C,Female,116,Environmental Science and Health,0.0
5.88,3.4,5.14,5.07,5.54,E,Male,241,Economics,0.0
6.97,6.11,6.54,8.17,7.58,C,Male,115,Engineering,6550.15
7.74,5.72,7.94,4.56,9.6,A,Male,116,Economics,1473.99
3.43,6.74,7.84,6.11,5.15,B,Male,165,Economics,0.0
6.6,7.9,6.21,5.91,6.9,D,M,116,Economics,0.0
6.13,6.19,3.61,3.54,4.12,C,Male,241,Environmental Science and Health,0.0
8.2,5.89,6.72,7.6,5.61,C,Female,116,Environmental Science and Health,0.0
7.95,5.3,4.56,4.3,5.87,E,Female,115,Engineering,0.0
3.61,7.2,7.74,6.52,6.72,A,M,116,Engineering,0.0
4.98,6.76,7.62,6.95,6.74,B,Female,241,Engineering,0.0
5.01,3.49,3.66,5.68,5.81,B,M,115,Engineering,3350.4
6.75,5.67,5.19,5.08,5.1,E,Male,116,Environmental Science and Health,0.0
3.06,6.58,7.18,8.38,6.79,D,Male,116,Environmental Science and Health,5035.64
5.5,6.45,4.31,4.73,4.08,B,Female,116,Environmental Science and Health,14976.94
3.63,4.72,4.51,4.29,8.22,D,Female,241,Engineering,8019.19
6.29,7.96,4.12,4.68,7.14,C,F,115,Aeronautics and Aviation Science,0.0
4.6,3.99,6.03,5.8,5.27,C,F,241,Environmental Science and Health,0.0
4.54,7.38,5.75,8.92,6.23,C,M,115,Engineering,0.0
6.64,5.1,6.63,4.28,5.59,A,M,115,Engineering,10382.01
3.12,7.09,5.36,3.58,6.7,B,Female,165,Environmental Science and Health,0.0
6.96,6.97,5.59,4.58,7.92,B,Male,165,Environmental Science and Health,2068.5
5.32,4.96,5.52,4.21,4.96,B,M,241,Engineering,0.0
8.55,4.75,8.1,8.24,5.38,C,F,116,Engineering,0.0
7.33,3.55,5.04,4.66,8.43,A,Female,241,Art,0.0
5.9,7.49,4.2,7.83,5.29,C,Male,115,Economics,0.0
7.22,7.66,6.56,5.91,4.87,D,F,165,Aeronautics and Aviation Science,0.0
4.18,5.09,8.56,6.22,4.63,C,F,115,Environmental Science and Health,0.0
6.87,7.86,4.83,4.74,6.54,C,M,241,Public Relations and Administration,0.0
5.0,6.3,5.57,4.77,6.96,D,M,116,Economics,0.0
7.71,8.02,3.73,8.95,8.31,C,Male,165,Economics,0.0
5.38,5.89,6.13,7.65,5.25,C,Female,116,Engineering,9164.89
7.86,7.07,6.77,7.44,4.29,B,F,241,Engineering,12391.12
4.49,5.88,7.42,8.89,9.33,E,M,241,Environmental Science and Health,0.0
8.86,3.72,3.68,8.95,4.52,C,M,165,Environmental Science and Health,13453.95
5.62,8.2,7.65,4.05,7.53,D,M,115,Public Relations and Administration,0.0
3.8,4.1,5.19,4.98,4.49,E,Male,241,Economics,0.0
7.25,5.66,8.69,6.86,7.06,D,Female,165,Art,0.0
5.18,3.48,7.13,8.44,6.72,E,M,241,Aeronautics and Aviation Science,0.0
8.95,4.35,5.15,8.1,9.18,A,Male,241,Public Relations and Administration,0.0
6.08,6.38,7.98,6.24,9.21,E,Female,116,Environmental Science and Health,0.0
8.01,3.78,3.8,7.27,6.46,E,Female,241,Engineering,0.0
8.12,7.55,8.37,5.32,5.68,A,Female,241,Environmental Science and Health,0.0
5.46,6.66,8.05,8.05,8.18,E,M,116,Economics,0.0
4.98,3.45,5.77,4.91,7.49,D,Male,165,Economics,0.0
6.14,4.63,5.24,6.63,8.17,C,M,241,Engineering,0.0
4.34,7.81,3.67,5.82,7.42,C,Female,116,Environmental Science and Health,7604.94
6.79,4.31,7.68,4.54,6.67,C,F,165,Engineering,0.0
3.89,5.14,6.96,7.26,7.06,E,Male,115,Aeronautics and Aviation Science,0.0
6.31,7.53,5.84,5.71,6.97,B,Female,115,Environmental Science and Health,0.0
5.59,6.65,6.9,4.53,6.96,D,F,116,Engineering,0.0
6.36,3.47,8.47,4.48,9.56,B,M,241,Engineering,14690.84
3.35,6.37,3.75,3.56,9.63,B,Male,116,Art,386.34
3.46,6.5,8.59,5.89,8.58,C,M,165,Engineering,14973.16
4.39,5.02,7.65,6.61,4.05,E,M,241,Engineering,0.0
7.78,6.45,6.68,8.93,7.39,B,F,165,Public Relations and Administration,0.0
8.43,3.29,5.91,3.64,8.48,D,Female,241,Economics,257.58
8.02,6.38,7.64,8.98,7.16,D,Male,115,Engineering,0.0
3.42,7.04,4.27,5.9,8.22,E,Female,115,Public Relations and Administration,13124.09
4.32,6.58,5.16,7.41,6.53,B,F,116,Aeronautics and Aviation Science,0.0
6.14,4.36,4.16,5.05,4.44,C,F,115,Environmental Science and Health,0.0
3.53,4.35,4.62,6.14,5.24,D,F,241,Public Relations and Administration,0.0
6.63,6.99,4.93,6.16,7.43,C,F,115,Engineering,0.0
7.41,6.55,3.74,3.88,4.53,B,F,115,Art,0.0
7.77,5.47,8.42,5.67,6.85,C,Female,241,Public Relations and Administration,12998.55
4.56,4.18,8.36,5.58,6.85,C,M,165,Environmental Science and Health,0.0
6.47,5.99,7.18,6.93,8.63,C,F,241,Public Relations and Administration,0.0
4.82,6.37,8.13,8.73,9.37,C,M,241,Art,14899.91
4.49,5.74,5.22,6.29,7.45,C,F,241,Engineering,0.0
4.79,7.38,7.5,7.64,7.49,C,M,115,Aeronautics and Aviation Science,9266.96
4.9,5.66,7.12,6.5,9.11,B,M,115,Environmental Science and Health,13662.8
7.42,7.11,5.65,7.72,8.23,B,Male,165,Economics,15186.33
5.38,4.7,4.75,4.63,5.59,C,F,165,Engineering,11003.84
5.88,6.67,7.82,3.66,4.15,B,Female,165,Economics,12524.73
5.53,6.82,7.68,6.5,7.29,C,Male,241,Engineering,9473.94
7.63,7.21,8.12,8.04,5.19,D,F,116,Aeronautics and Aviation Science,0.0
8.1,4.09,6.91,7.09,4.45,C,Male,165,Economics,14536.76
6.25,3.75,3.72,8.98,8.08,C,Male,241,Environmental Science and Health,10575.56
2.95,6.11,7.77,7.63,5.53,B,F,165,Environmental Science and Health,0.0
8.81,5.77,6.73,5.22,7.82,D,Male,165,Environmental Science and Health,0.0
6.3,7.55,8.5,8.57,9.53,C,Male,241,Public Relations and Administration,11243.32
4.99,3.46,5.28,5.65,5.96,C,F,165,Public Relations and Administration,0.0
7.52,4.37,8.44,8.97,8.7,E,Male,165,Engineering,0.0
3.15,8.2,5.76,6.4,4.42,C,M,165,Aeronautics and Aviation Science,0.0
8.73,4.22,7.69,4.96,5.55,A,F,115,Engineering,0.0
3.28,7.03,4.59,4.63,4.81,A,F,116,Engineering,0.0
6.76,3.76,7.39,5.21,6.51,D,F,165,Environmental Science and Health,1125.3
5.25,3.3,4.16,8.34,4.6,D,M,165,Engineering,0.0
3.54,7.03,5.31,7.41,7.98,C,M,165,Engineering,0.0
8.67,5.98,8.15,8.75,7.39,D,Male,241,Engineering,0.0
8.81,7.47,6.12,8.92,4.73,B,M,241,Engineering,0.0
8.51,6.18,3.76,6.25,4.67,D,F,165,Art,0.0
3.43,5.83,8.65,6.32,5.61,C,Male,165,Engineering,13534.38
8.3,6.44,5.05,4.28,7.83,C,Male,115,Art,0.0
8.15,6.21,4.73,7.13,5.03,B,Male,241,Engineering,0.0
4.06,3.72,8.09,5.46,6.48,E,Male,116,Environmental Science and Health,0.0
4.2,6.41,4.39,8.46,7.71,B,Female,241,Environmental Science and Health,0.0
4.25,7.11,7.59,5.5,6.81,A,M,115,Economics,0.0
8.98,6.98,4.74,6.46,7.96,B,F,116,Engineering,0.0
8.97,3.53,7.59,5.32,9.38,B,M,115,Environmental Science and Health,0.0
8.11,5.89,6.92,7.3,6.59,B,Female,115,Engineering,0.0
6.93,4.56,6.23,3.64,6.82,B,Female,115,Public Relations and Administration,6076.7
5.39,5.14,5.17,8.63,8.43,A,F,116,Environmental Science and Health,0.0
8.52,5.7,6.81,7.05,5.27,B,F,116,Economics,0.0
6.24,6.89,5.03,4.95,9.7,C,M,116,Economics,0.0
3.32,8.22,4.2,4.6,8.15,D,M,115,Environmental Science and Health,13701.16
5.48,4.36,4.77,6.57,9.36,D,F,241,Engineering,0.0
2.97,6.05,3.88,5.17,4.41,D,Male,115,Art,0.0
8.52,7.62,4.47,7.1,6.21,C,F,241,Engineering,0.0
6.79,3.94,6.52,7.68,4.97,D,F,165,Public Relations and Administration,11617.64
4.4,7.58,8.52,7.25,7.59,E,M,241,Engineering,0.0
4.61,4.97,6.33,6.08,8.46,C,Male,241,Environmental Science and Health,2329.14
6.31,3.71,6.35,4.89,8.13,D,Male,165,Environmental Science and Health,5661.95
4.38,7.08,7.94,8.22,7.73,E,F,165,Art,0.0
3.5,7.38,6.39,4.57,7.94,A,Male,115,Public Relations and Administration,11840.35
7.95,7.74,8.0,7.14,6.87,C,F,115,Art,0.0
6.81,4.11,6.81,3.77,7.24,A,Female,115,Engineering,0.0
4.15,7.58,5.16,6.6,7.69,D,F,165,Environmental Science and Health,0.0
4.07,7.16,8.67,4.93,6.33,A,Male,115,Public Relations and Administration,0.0
7.17,5.42,6.55,8.31,9.53,E,Male,241,Environmental Science and Health,0.0
2.91,4.72,6.4,7.28,8.43,A,F,241,Engineering,0.0
6.41,5.17,6.26,4.11,8.62,D,M,165,Environmental Science and Health,0.0
3.31,7.69,6.75,4.99,5.65,C,Female,116,Environmental Science and Health,11607.11
4.72,7.35,7.93,3.6,5.74,C,Female,165,Aeronautics and Aviation Science,4584.42
3.25,6.79,4.82,6.2,5.5,E,Male,165,Economics,0.0
7.48,7.33,4.19,7.07,5.61,C,Female,165,Environmental Science and Health,820.79
5.98,5.19,7.26,6.15,6.73,C,M,241,Public Relations and Administration,6537.69
3.79,6.47,8.24,3.58,9.08,C,Female,115,Aeronautics and Aviation Science,0.0
5.2,7.05,4.06,5.45,6.14,C,Female,241,Engineering,5545.02
3.2,4.74,5.1,5.96,4.01,C,M,165,Environmental Science and Health,0.0
6.42,8.0,5.21,8.46,7.05,C,Female,116,Environmental Science and Health,0.0
4.66,5.27,5.74,5.57,7.65,D,F,116,Public Relations and Administration,0.0
3.26,6.96,4.43,8.74,8.29,D,F,115,Economics,8004.68
5.04,5.75,4.74,5.09,5.58,B,M,116,Aeronautics and Aviation Science,0.0
5.56,7.12,4.6,5.93,9.4,E,F,116,Public Relations and Administration,2125.38
8.67,6.42,6.13,7.8,4.43,A,F,165,Engineering,0.0
5.45,5.31,8.29,8.02,4.26,E,Male,115,Economics,0.0
3.52,7.11,4.46,6.56,5.06,C,Male,116,Environmental Science and Health,0.0
8.13,3.65,4.78,5.11,6.58,E,F,241,Engineering,0.0
5.23,6.07,6.89,7.23,6.3,C,M,165,Engineering,0.0
6.06,5.12,6.52,8.94,8.67,D,Male,165,Economics,2928.32
7.93,4.59,5.01,6.68,8.61,D,Female,241,Aeronautics and Aviation Science,0.0
3.99,8.25,4.44,4.88,8.33,D,F,116,Economics,0.0
3.11,7.12,5.09,8.5,5.62,B,M,115,Economics,8164.19
2.93,6.45,7.69,3.65,5.29,B,M,116,Engineering,0.0
6.75,5.94,7.24,4.43,6.42,D,Female,165,Engineering,0.0
3.12,3.51,8.07,7.81,6.44,D,F,241,Aeronautics and Aviation Science,0.0
5.51,8.06,3.58,8.25,8.73,E,Male,115,Engineering,0.0
3.83,6.43,7.35,8.82,7.47,D,M,165,Engineering,0.0
2.9,6.02,8.64,4.8,7.86,D,Female,165,Engineering,0.0
3.53,3.68,8.08,6.14,4.98,C,F,115,Aeronautics and Aviation Science,0.0
6.41,5.25,3.87,5.27,9.0,C,Male,116,Economics,0.0
8.75,7.21,5.58,8.76,6.46,E,M,115,Engineering,0.0
8.76,3.98,4.74,5.48,5.53,B,Male,115,Economics,0.0
5.93,5.51,3.99,7.48,4.44,E,F,115,Art,11590.69
5.75,6.2,4.43,7.82,6.95,A,Male,241,Aeronautics and Aviation Science,0.0
8.2,3.75,8.5,3.87,7.61,B,F,116,Economics,4892.48
5.74,7.53,4.75,5.46,6.78,C,F,241,Economics,0.0
4.01,6.62,5.05,3.89,8.05,B,Male,165,Engineering,10156.62
6.77,7.62,8.06,5.16,5.73,D,Male,115,Public Relations and Administration,12568.1
4.19,7.17,3.49,7.32,7.7,A,Male,116,Engineering,0.0
3.01,5.02,7.74,9.0,4.41,B,F,115,Engineering,0.0
6.39,5.58,5.0,6.34,8.63,C,F,241,Art,1677.1
3.83,3.43,7.36,6.56,7.3,C,Female,165,Economics,0.0
8.63,7.1,5.16,5.38,7.17,D,F,165,Engineering,0.0
8.93,7.48,7.37,5.73,4.49,C,Female,241,Economics,0.0
4.94,4.9,5.82,4.48,6.27,E,M,115,Aeronautics and Aviation Science,0.0
8.1,7.26,8.49,5.33,5.73,C,Female,241,Art,2497.7
3.4,6.86,6.51,8.34,7.19,C,Female,241,Economics,0.0
7.14,4.65,7.89,4.59,9.17,B,Male,115,Aeronautics and Aviation Science,0.0
8.1,6.56,7.04,4.87,5.85,C,M,115,Economics,0.0
4.19,7.54,6.62,8.54,6.76,D,Male,116,Economics,0.0
6.27,7.1,4.12,5.95,9.26,D,F,165,Environmental Science and Health,0.0
7.01,3.77,6.2,4.26,7.61,D,M,115,Environmental Science and Health,0.0
5.44,5.98,8.5,6.34,8.8,B,Male,116,Art,0.0
4.43,8.25,7.13,7.07,7.53,C,Male,115,Environmental Science and Health,0.0
7.38,4.57,5.19,8.5,9.42,E,F,116,Engineering,7523.4
8.17,4.17,6.51,5.1,8.28,C,Male,241,Economics,0.0
8.42,4.92,4.17,3.58,5.15,C,Male,165,Art,15041.05
6.4,4.95,4.97,4.83,5.84,A,M,241,Environmental Science and Health,8515.42
7.09,7.68,5.7,8.23,6.08,C,Male,165,Environmental Science and Health,0.0
7.2,3.5,5.09,4.81,8.93,C,F,116,Environmental Science and Health,0.0
4.53,7.65,8.42,4.94,6.81,E,Female,165,Engineering,0.0
3.71,5.72,4.31,4.28,8.65,C,Female,115,Engineering,0.0
8.01,5.54,6.79,8.69,5.73,D,Female,241,Art,0.0
6.76,7.8,5.28,6.08,5.49,C,Male,241,Public Relations and Administration,0.0
7.62,6.02,8.37,7.33,4.82,A,F,115,Art,0.0
6.47,6.48,7.62,6.64,8.14,D,Female,115,Economics,0.0
4.59,6.64,4.11,4.63,4.31,C,Female,165,Economics,0.0
5.46,6.34,5.13,6.59,7.86,E,Female,165,Public Relations and Administration,6544.11
8.63,7.05,8.67,6.02,7.58,E,Male,241,Environmental Science and Health,12109.66
4.79,5.43,7.81,6.34,6.94,C,Male,116,Economics,0.0
5.21,8.15,7.42,7.67,7.05,D,F,116,Engineering,0.0
4.81,7.56,5.76,4.6,5.88,E,F,165,Economics,0.0
6.25,7.29,7.46,4.66,6.58,D,Female,241,Engineering,0.0
6.76,5.34,3.86,8.04,7.56,D,M,115,Public Relations and Administration,0.0
5.74,5.47,7.78,4.62,7.09,C,Male,116,Engineering,0.0
4.04,3.69,6.09,5.81,5.59,B,Female,115,Public Relations and Administration,0.0
3.89,6.68,5.06,8.42,5.46,C,Male,116,Engineering,0.0
8.84,4.16,7.48,5.86,7.45,E,Male,115,Environmental Science and Health,0.0
8.88,7.67,6.73,5.05,5.77,E,Male,115,Engineering,1781.29
5.71,6.43,3.78,8.64,8.56,B,Male,165,Aeronautics and Aviation Science,11321.16
8.09,6.46,8.46,7.24,6.51,C,M,116,Economics,1984.79
7.88,5.33,7.95,4.04,4.99,C,F,115,Engineering,0.0
5.42,5.17,6.88,8.49,6.57,D,Male,165,Aeronautics and Aviation Science,0.0
4.02,4.21,5.58,4.98,8.67,C,Male,241,Aeronautics and Aviation Science,0.0
3.6,7.24,8.09,6.34,6.83,E,F,241,Art,0.0
6.64,5.17,8.43,3.73,6.74,C,M,165,Economics,0.0
8.86,7.48,3.49,6.66,5.28,E,Female,165,Engineering,0.0
3.83,6.12,5.56,7.21,8.68,A,Female,116,Aeronautics and Aviation Science,0.0
7.81,6.9,7.55,7.36,4.53,D,F,241,Art,10886.04
8.36,3.59,7.03,4.87,7.76,B,Female,241,Environmental Science and Health,14806.59
5.19,6.74,4.19,7.63,5.31,B,Female,116,Environmental Science and Health,0.0
6.98,6.73,5.49,6.0,7.61,C,Male,165,Economics,0.0
4.49,3.32,6.92,5.12,8.66,A,F,116,Engineering,0.0
2.99,7.63,5.16,7.04,5.78,C,M,165,Public Relations and Administration,7849.88
7.37,5.24,8.16,5.03,9.65,C,Male,116,Economics,9663.46
7.14,7.74,6.25,7.67,5.95,A,Male,115,Economics,8829.47
3.4,4.1,7.61,5.54,8.9,D,Female,116,Public Relations and Administration,2584.5
4.15,4.66,7.44,8.7,6.54,D,M,116,Engineering,0.0
4.09,6.29,3.53,4.02,4.03,D,Female,165,Public Relations and Administration,0.0
6.27,5.62,5.87,6.88,5.33,D,F,115,Engineering,6522.15
3.72,5.63,4.99,3.66,9.2,C,F,241,Art,0.0
5.88,3.86,4.01,6.04,9.25,D,Female,241,Public Relations and Administration,0.0
8.22,4.08,6.41,4.57,6.25,B,Female,115,Environmental Science and Health,0.0
7.84,7.9,5.16,7.2,4.56,B,M,116,Economics,13806.25
3.27,6.92,4.5,3.76,9.01,E,Male,241,Economics,8232.28
4.63,8.13,5.43,8.54,5.36,A,Male,165,Aeronautics and Aviation Science,0.0
5.95,7.78,7.54,7.17,4.36,B,Male,115,Engineering,11149.09
4.24,4.9,4.54,8.35,8.09,C,M,116,Public Relations and Administration,0.0
8.31,8.21,5.79,3.62,5.33,B,Male,116,Environmental Science and Health,0.0
5.55,6.35,6.9,4.19,6.58,E,Female,165,Art,0.0
7.55,4.61,7.95,6.14,6.47,B,Male,165,Economics,13770.92
3.59,7.06,5.31,8.98,5.96,B,Male,115,Economics,0.0
8.64,3.44,6.3,5.16,9.65,B,Female,165,Environmental Science and Health,0.0
7.64,4.51,6.2,5.59,5.26,C,Female,116,Engineering,12114.04
7.22,6.69,5.22,4.37,7.62,D,Female,165,Public Relations and Administration,6450.54
7.49,6.4,4.31,9.02,4.98,D,M,116,Engineering,0.0
6.95,6.84,4.26,6.5,8.04,D,Female,115,Art,8080.62
6.6,4.7,5.78,5.79,7.35,E,F,241,Public Relations and Administration,0.0
5.57,7.52,4.62,8.31,9.05,B,F,115,Environmental Science and Health,0.0
7.62,4.29,6.46,7.52,4.24,E,F,165,Public Relations and Administration,0.0
3.32,6.57,4.3,5.33,5.06,C,M,165,Aeronautics and Aviation Science,0.0
4.33,8.09,6.64,3.85,7.11,C,F,115,Engineering,0.0
8.17,7.52,3.82,5.24,4.28,D,M,115,Engineering,0.0
5.57,7.2,8.68,8.85,5.99,C,F,165,Aeronautics and Aviation Science,0.0
3.45,7.78,3.98,5.69,8.55,B,Female,165,Engineering,14150.99
7.49,4.96,8.57,5.58,5.23,C,F,165,Engineering,0.0
4.61,4.34,7.77,3.58,7.3,B,F,116,Engineering,11159.6
4.17,5.31,6.75,7.67,6.04,E,Male,115,Engineering,0.0
5.86,5.14,3.86,4.04,7.75,C,M,165,Environmental Science and Health,0.0
6.11,6.72,5.68,6.65,5.0,C,M,116,Engineering,0.0
8.51,7.73,3.89,4.42,4.06,B,F,115,Engineering,0.0
3.64,6.04,5.83,7.02,7.12,B,F,241,Engineering,0.0
7.46,6.73,7.46,3.79,6.66,E,Female,241,Engineering,0.0
4.42,4.82,5.67,5.24,8.6,A,F,165,Environmental Science and Health,0.0
3.81,5.93,5.38,5.2,8.76,C,Female,165,Economics,0.0
4.86,7.29,3.89,3.62,6.17,C,M,165,Engineering,0.0
3.82,6.8,6.61,4.51,8.46,D,Male,115,Public Relations and Administration,0.0
4.45,4.08,5.56,4.47,8.48,B,Female,241,Environmental Science and Health,0.0
4.67,7.64,7.64,5.69,8.0,D,Female,115,Economics,0.0
7.63,4.18,6.14,5.52,8.38,D,F,241,Art,0.0
3.1,7.93,7.15,4.57,8.32,C,Female,165,Public Relations and Administration,0.0
3.26,6.41,6.77,7.99,8.28,E,Female,165,Public Relations and Administration,864.26
4.61,5.85,7.22,7.31,5.27,E,Male,241,Engineering,9613.14
4.08,5.26,4.69,7.29,7.74,D,Male,165,Environmental Science and Health,0.0
7.23,5.67,7.49,5.04,7.58,C,F,116,Aeronautics and Aviation Science,0.0
3.17,7.41,4.99,8.77,9.39,D,F,116,Engineering,0.0
5.52,3.52,4.67,6.95,8.24,E,M,165,Economics,0.0
7.88,7.43,6.29,6.56,6.77,C,M,116,Aeronautics and Aviation Science,11914.53
4.71,6.16,4.35,4.27,6.84,D,Male,241,Economics,0.0
6.52,6.72,5.94,8.89,7.08,B,Female,165,Art,0.0
3.36,8.22,7.29,8.83,8.64,E,Male,165,Aeronautics and Aviation Science,0.0
7.65,4.38,3.61,4.07,6.18,B,Male,115,Engineering,0.0
8.8,7.01,7.08,7.75,5.42,D,F,116,Environmental Science and Health,0.0
8.89,7.89,4.89,5.7,5.85,C,Male,115,Art,0.0
3.38,5.84,6.14,7.21,4.92,C,Male,241,Environmental Science and Health,14839.88
5.18,8.2,4.17,8.4,8.54,B,M,165,Engineering,0.0
6.78,3.46,8.61,8.99,8.86,C,M,115,Environmental Science and Health,0.0
8.41,4.0,6.68,5.29,8.06,E,Female,115,Environmental Science and Health,12931.87
5.97,3.7,4.17,5.55,5.78,C,Male,241,Engineering,8547.99
6.22,4.38,6.04,5.39,4.32,A,Female,115,Environmental Science and Health,12685.48
7.47,6.05,6.9,8.05,9.09,E,Female,165,Engineering,15009.1
6.83,4.78,3.65,8.41,6.44,C,F,241,Environmental Science and Health,0.0
5.95,3.86,4.2,5.36,5.4,E,F,116,Environmental Science and Health,2599.5
4.6,7.68,5.3,4.13,6.08,B,F,165,Public Relations and Administration,0.0
6.1,7.14,3.77,6.69,8.26,D,F,165,Economics,0.0
6.37,3.4,6.64,8.61,9.38,C,M,116,Engineering,3491.43
8.65,7.45,5.6,5.35,6.62,B,M,116,Economics,0.0
4.19,3.89,8.17,7.96,8.33,E,Female,165,Economics,0.0
4.54,7.08,3.58,8.61,8.75,D,Male,165,Environmental Science and Health,2679.36
6.38,6.94,6.48,7.32,6.03,C,Male,115,Economics,15197.94
3.66,6.45,3.75,5.59,6.62,E,Male,116,Environmental Science and Health,0.0
8.92,5.48,5.47,6.51,9.47,B,Male,165,Environmental Science and Health,0.0
8.97,4.02,8.3,5.97,9.31,D,Male,116,Environmental Science and Health,0.0
3.61,3.68,8.27,5.45,4.26,E,M,115,Engineering,0.0
8.74,7.37,8.01,6.99,4.82,D,Female,165,Engineering,0.0
5.92,5.25,7.18,4.47,7.77,C,Female,241,Environmental Science and Health,0.0
6.91,4.49,8.36,3.86,4.89,D,Female,241,Economics,0.0
8.86,6.8,7.34,8.16,7.91,D,Female,165,Environmental Science and Health,0.0
4.51,4.59,7.48,8.58,7.01,B,Male,241,Public Relations and Administration,0.0
7.83,3.33,8.64,6.52,4.09,A,F,241,Economics,0.0
5.12,7.29,4.11,4.42,7.21,C,Male,165,Engineering,0.0
8.71,3.58,4.14,7.03,5.72,D,Male,165,Art,0.0
6.56,3.42,5.06,4.08,9.37,B,Female,116,Economics,4917.94
7.95,6.66,3.63,8.34,8.74,B,Female,165,Aeronautics and Aviation Science,0.0
4.49,3.68,7.72,8.05,5.84,A,F,241,Public Relations and Administration,1686.06
6.6,8.19,6.05,3.78,5.13,D,Male,116,Art,0.0
6.78,7.28,5.36,7.56,4.3,C,Male,116,Economics,0.0
4.22,6.75,6.34,6.15,8.44,D,Male,115,Public Relations and Administration,0.0
6.62,5.43,4.95,8.86,6.79,B,F,241,Environmental Science and Health,0.0
6.81,6.95,4.73,7.92,4.61,E,F,115,Engineering,0.0
4.02,8.23,4.27,7.57,4.37,C,F,116,Engineering,0.0
6.26,7.04,4.49,5.11,6.88,D,M,241,Environmental Science and Health,14339.65
5.68,5.18,3.94,7.86,9.51,C,Female,115,Aeronautics and Aviation Science,0.0
3.09,7.16,8.46,4.11,8.76,C,Male,115,Engineering,0.0
6.57,6.29,5.7,7.49,4.83,E,Male,116,Engineering,7160.72
5.36,4.24,4.67,8.58,5.81,D,M,241,Art,434.9
5.78,4.71,6.1,5.88,5.17,C,F,241,Public Relations and Administration,0.0
7.91,5.58,6.58,6.35,4.42,E,Female,165,Aeronautics and Aviation Science,0.0
7.08,4.6,5.7,7.64,8.06,D,Female,116,Economics,0.0
4.22,4.11,7.8,8.57,5.53,D,M,241,Engineering,0.0
5.59,7.9,7.75,8.62,8.2,E,M,241,Public Relations and Administration,0.0
7.64,5.5,5.73,8.64,6.04,E,F,165,Economics,0.0
8.42,6.66,7.92,6.41,5.02,E,F,116,Economics,3965.41
6.34,5.26,5.31,4.82,5.89,D,M,241,Environmental Science and Health,0.0
6.84,7.29,5.49,8.92,9.22,C,M,115,Engineering,0.0
5.26,7.68,5.77,4.38,6.15,C,M,165,Public Relations and Administration,4414.41
4.08,4.69,3.55,3.79,4.23,B,Female,115,Aeronautics and Aviation Science,0.0
3.6,5.45,6.92,3.68,6.92,B,M,115,Economics,0.0
7.74,3.87,7.44,7.04,5.47,C,Male,165,Engineering,8868.05
3.18,6.29,3.91,6.38,5.54,E,Male,115,Engineering,0.0
7.82,4.06,4.32,6.21,9.66,E,F,165,Environmental Science and Health,0.0
7.46,6.17,5.57,5.73,4.68,C,M,116,Engineering,0.0
7.27,6.47,6.59,6.05,4.56,D,M,116,Public Relations and Administration,509.83
7.93,8.16,7.61,4.11,6.29,B,Male,115,Engineering,8912.22
5.72,6.01,7.04,7.58,7.83,D,Female,116,Economics,0.0
6.03,4.95,5.98,6.91,9.53,C,F,116,Art,0.0
6.2,7.91,6.9,5.74,8.53,B,Male,165,Aeronautics and Aviation Science,11957.99
6.34,5.77,6.34,6.28,4.27,B,Female,241,Engineering,0.0
3.42,7.94,3.54,7.39,6.91,D,Male,241,Engineering,0.0
3.61,4.0,8.12,7.5,9.27,A,Female,116,Environmental Science and Health,0.0
